date,datetime,total_donors,total_amount,start
2015-12-18,"Fri, 18 Dec 2015 05:00:45 GMT",2778,145535.8,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:01:46 GMT",2779,145560.8,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:02:46 GMT",2780,145575.8,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:03:47 GMT",2784,145880.3,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:04:47 GMT",2784,145880.3,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:05:48 GMT",2784,145880.3,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:06:49 GMT",2785,145930.3,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:07:49 GMT",2786,145940.3,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:08:50 GMT",2786,145940.3,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:09:51 GMT",2786,145940.3,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:10:51 GMT",2786,145940.3,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:11:52 GMT",2786,145940.3,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:12:53 GMT",2786,145940.3,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:13:53 GMT",2787,145945.3,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:14:54 GMT",2789,145995.3,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:15:54 GMT",2789,145995.3,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:16:55 GMT",2789,145995.3,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:17:56 GMT",2790,146000.3,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:18:57 GMT",2790,146000.3,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:19:57 GMT",2791,146025.3,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:20:58 GMT",2792,146045.46000000002,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:21:59 GMT",2792,146045.46000000002,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:23:00 GMT",2792,146045.46000000002,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:24:00 GMT",2793,146070.46000000002,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:25:01 GMT",2793,146070.46000000002,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:26:03 GMT",2793,146070.46000000002,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:27:04 GMT",2793,146070.46000000002,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:28:05 GMT",2793,146070.46000000002,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:29:05 GMT",2793,146870.46000000002,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:30:06 GMT",2793,146870.46000000002,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:31:07 GMT",2793,146870.46000000002,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:32:08 GMT",2793,146870.46000000002,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:33:08 GMT",2793,146870.46000000002,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:34:09 GMT",2793,146870.46000000002,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:35:09 GMT",2793,146870.46000000002,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:36:10 GMT",2793,146870.46000000002,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:37:11 GMT",2793,146870.46000000002,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:38:11 GMT",2793,146870.46000000002,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:39:12 GMT",2794,146890.62,2015-12-15 00:00:00
2015-12-18,"Fri, 18 Dec 2015 05:40:13 GMT",2794,146890.62,2015-12-15 00:00:00
